Clase [K];rpm;temp;acel
1;1485.239303;194.3333529;22.55438491
1;1502.281618;199.9412395;22.96720057
1;1461.466069;194.7278537;21.97704636
1;1485.639088;200.7618141;21.16366495
1;1498.829772;196.3869315;21.27289242
1;1496.497916;198.1207475;22.80868219
1;1460.919491;197.9792309;21.55203196
1;1483.339646;191.1692635;22.92953205
1;1503.96432;197.5281206;22.19152633
1;1486.965214;198.2583858;22.97605341
1;1490.20614;192.0817703;21.45951129
1;1505.667568;192.5250426;21.12252121
1;1496.341723;197.2342965;22.481288
1;1488.809341;190.2803825;22.51389991
1;1477.320714;196.3804176;22.70934095
1;1471.163226;198.2280438;21.4429208
1;1508.172974;198.2470665;22.5088163
1;1509.485286;190.4654574;22.80011451
1;1500.544857;192.0044558;22.81833291
1;1493.972481;191.4689133;22.52962436
1;1504.708392;191.4003678;21.78332386
1;1517.206651;192.9124341;22.19307678
1;1509.611826;194.1460577;21.30486729
1;1497.057199;192.8032399;22.67847224
1;1503.715344;198.9353398;22.80709559
1;1509.500047;191.4811776;21.38432594
1;1497.207168;197.3394891;22.32926985
1;1514.761504;197.9173564;22.71045911
1;1510.874444;198.495197;21.30379425
1;1482.003142;192.3091894;22.60862657
1;1502.678096;198.636985;22.03662955
1;1503.300089;192.9720469;21.0212662
1;1493.246429;197.0317734;22.82985103
1;1484.87894;193.7538883;21.81436925
1;1527.772586;195.3515702;21.5927181
1;1514.250487;194.4792664;22.47861755
1;1526.107118;196.4190379;22.597578
1;1504.32717;198.1298756;22.90336181
1;1494.073252;196.439011;22.01816721
1;1501.120817;191.4347699;21.36602346
1;1510.998921;196.2132802;22.97951487
1;1518.894909;191.5876031;21.29114826
1;1501.38778;198.0913826;21.50727209
1;1503.991101;191.3999837;22.96672999
1;1534.126463;198.7522266;21.01248918
1;1493.95292;199.2754047;22.22312419
1;1522.990573;190.7419062;22.54799072
1;1497.277865;190.9811522;22.69332378
1;1508.230326;194.1385533;21.20772697
1;1507.5289;197.0263029;21.01781707
1;1508.746557;196.2036293;21.22280619
1;1535.201348;196.9221699;21.49348875
1;1524.39211;197.2733133;22.39224071
1;1489.551183;193.4845591;22.9317884
1;1517.642008;198.7916663;21.61171735
1;1528.422988;199.6758372;22.7162729
1;1497.3638;195.8964959;22.52834167
1;1534.819191;193.8749529;22.09759554
1;1503.088388;191.3426709;21.94783321
1;1515.966187;198.2981495;22.27582419
1;1504.531265;190.6426447;21.67871062
1;1520.013853;190.0426304;22.58531997
1;1486.221971;199.885773;22.91564433
1;1520.490322;196.0652367;22.19649553
1;1497.908761;198.2898095;21.76537998
1;1499.057486;192.7821927;22.59783723
1;1497.068484;192.7580949;21.86947662
1;1512.449261;200.9500344;21.80160258
1;1506.41974;193.6106951;22.14371634
1;1487.503587;194.1098719;21.55537014
1;1518.757831;197.1434431;21.53008698
1;1516.412664;200.7842649;22.80411623
1;1502.86748;193.8924456;21.51667611
1;1521.262149;198.3414588;22.78704121
1;1509.408174;192.3129879;21.14996182
1;1494.750227;191.852315;22.78920146
1;1497.612396;191.7177326;22.46370126
1;1518.077774;194.3134948;21.24929758
1;1493.440299;199.7456391;22.76078932
1;1471.093184;195.1297297;22.2232817
1;1513.393665;198.1963019;22.39504257
1;1477.974284;194.5552804;22.41354352
1;1504.234948;195.5152977;21.40374872
1;1484.66299;194.4945489;21.8210088
1;1488.521807;199.8924319;21.48224216
1;1493.138553;200.2701835;22.93613153
1;1507.200181;193.8333984;21.24400144
1;1483.744202;195.4087904;22.69012235
1;1501.6846;198.9403832;22.53919573
1;1492.822729;194.752272;22.07770538
1;1488.012385;193.596575;22.10490561
1;1498.662865;196.3309063;22.14409786
1;1484.665684;190.0034548;21.34635619
1;1516.235461;196.1803523;22.6366167
1;1493.920023;190.3511276;22.5545883
1;1508.070909;193.3196145;21.25539074
1;1519.117116;197.5569697;22.91285657
1;1498.664914;199.3529914;22.04076284
1;1496.951728;196.1652;21.55145921
1;1497.967358;190.43085;21.5390789
1;1516.916044;193.7022492;22.93352915
1;1534.82047;194.093371;22.08044898
1;1518.797934;195.670605;21.07283713
1;1503.815368;199.5470185;22.77103454
1;1521.907377;197.2731107;21.15305794
1;1498.324584;193.9730144;21.67549357
1;1486.141967;196.0852824;21.71652628
1;1524.415581;192.2913912;22.66165416
1;1527.065959;190.3419088;22.70964514
1;1502.395088;193.8473197;21.57959599
1;1539.291416;199.373906;22.83427311
1;1497.883262;199.3852485;22.27737251
1;1490.17518;191.1558198;22.75043114
1;1485.241448;197.4603557;21.42930799
1;1522.20515;195.6121364;22.62377622
1;1497.945223;192.4604498;22.64359221
1;1507.118105;198.8461474;22.79587672
1;1481.09292;197.7252708;21.24157478
1;1501.64299;198.8171999;21.23570826
1;1502.812749;189.1650871;22.33605944
1;1528.715887;196.3447227;22.27549179
1;1500.307312;189.5976025;22.55383663
1;1502.029309;198.1853833;22.41192228
1;1519.920211;197.7648813;22.27379848
1;1489.492338;194.098172;22.4622376
1;1524.022665;197.277223;22.87063658
1;1496.379839;192.9979002;22.93289194
1;1490.982655;196.6013854;21.07146964
1;1494.33981;192.1644737;21.4223468
1;1539.914618;190.3820156;22.70367911
1;1505.967958;197.962272;22.0656184
1;1533.804883;195.316978;22.75283761
1;1500.95028;195.957431;21.51183509
1;1511.314642;191.9526617;21.42790129
1;1510.645339;196.8098262;22.69879949
1;1516.537462;197.4489291;22.96065513
1;1514.096934;193.8118523;22.92276029
1;1504.7092;193.8651252;22.04957336
1;1495.465308;198.6719816;22.10377909
1;1526.660899;192.2794692;22.26931408
1;1491.766695;193.9431521;22.16287309
1;1500.007878;197.9647841;21.6172998
1;1512.495459;198.6351471;22.86644289
1;1480.951682;195.6715484;22.08904857
1;1519.967566;198.249465;22.06796484
1;1494.694683;199.101562;22.57293981
1;1518.093671;197.0741745;21.67049708
1;1503.817059;199.5250689;22.22606932
1;1509.658542;194.9136323;22.17014927
1;1480.135058;195.315064;22.14156572
1;1473.103568;192.029538;22.87716887
1;1500.884865;192.9321351;21.00095853
1;1513.877994;191.3862002;21.19666298
1;1480.487563;200.3952896;22.80444633
1;1486.832208;192.8846107;22.50812565
1;1508.73065;197.195113;21.88905405
1;1492.302003;197.7460718;21.53307233
1;1500.192738;200.8837063;22.04559775
1;1489.647951;191.5975513;22.20585427
1;1487.13032;193.50595;22.2511015
1;1482.749247;193.4659558;21.6476226
1;1481.908785;195.870083;21.43748527
1;1488.183075;198.079151;22.95881049
1;1521.863251;191.4621038;22.37397056
1;1490.261203;194.4664364;21.05924102
1;1493.097478;193.2779726;22.11586801
1;1505.458642;194.9578739;22.71317208
1;1478.520311;199.6564393;21.48418212
1;1508.416241;195.3699654;21.66262531
1;1508.372458;199.3278308;21.11741418
1;1478.195687;200.1394134;22.94971943
1;1480.012034;193.5656449;22.61196385
1;1496.042117;191.7242108;21.26672816
1;1471.776226;197.7297431;22.59281377
1;1493.284565;197.4139167;22.50009899
1;1499.258238;192.5131802;21.53060947
1;1482.231743;192.0822861;22.79724159
1;1470.106579;199.2432621;22.03300845
1;1509.066213;197.8498906;21.87006157
1;1491.360006;195.2266891;22.47290246
1;1506.997782;193.0662155;21.28278992
1;1477.743271;198.5177757;21.87828997
1;1521.778291;196.5309141;22.02794857
1;1485.662004;191.7837521;21.40399212
1;1516.750178;190.8693621;21.27353702
1;1517.286063;192.1858298;22.04069462
1;1502.647452;190.9963114;22.51929773
1;1522.727192;199.2215783;21.0574981
1;1484.119347;192.7433409;22.32325808
1;1476.713537;191.4945279;22.08995962
1;1502.481155;199.1754036;21.75069819
1;1507.951564;197.3733605;22.80909131
1;1503.627728;193.8371411;22.21529903
1;1497.018132;191.7475695;21.25605817
1;1506.384055;195.2037921;21.03664038
1;1512.317127;195.860553;21.24165725
1;1504.002564;199.6381632;22.09708173
1;1498.647545;197.705611;21.19821015
1;1508.71056;199.6057901;22.95110047
1;1509.113875;196.29466;21.40403419
1;1476.823099;193.1174041;21.19821141
1;1506.384155;196.185067;21.07334666
1;1487.679044;194.1581063;22.23377362
1;1481.466714;194.5321203;22.02629669
1;1496.577456;199.7021894;21.47166972
1;1491.699165;192.3078756;22.22831595
1;1470.01797;195.9923439;21.73165852
1;1494.716002;196.9454712;22.7382266
1;1500.079368;194.0511469;21.44113571
1;1487.723773;194.4965651;22.53211155
1;1483.269357;199.1087184;21.95110853
1;1494.790056;195.6417554;22.09672212
1;1504.672227;196.6691912;21.69369385
1;1488.43504;192.8366597;22.4591247
1;1497.550646;196.5472731;21.54280532
1;1494.956118;200.51906;22.47397364
1;1503.535553;191.4490942;21.66815817
1;1472.457324;191.1075162;21.41153973
1;1483.819657;194.6764016;22.1815328
1;1489.730943;196.8534003;21.70721979
1;1499.383482;197.4020574;21.46881681
1;1483.581383;191.0034645;21.19688024
1;1471.434959;197.8365017;22.85458374
1;1471.708259;196.2552561;21.15453257
1;1486.497128;200.4852105;22.00273756
1;1492.542538;200.7432039;22.10032561
1;1478.410685;197.5110306;21.29276758
1;1481.524339;200.2016939;22.50007644
1;1485.907525;192.0326785;21.99227225
1;1493.989123;195.3580429;22.85417015
1;1502.863587;199.3099882;21.8708267
1;1504.308178;198.8054734;21.17012867
1;1510.587296;192.5257541;22.44674316
1;1489.561022;197.5030959;21.03853319
1;1484.265105;199.7552295;22.74710935
1;1476.144891;191.4228278;21.51234809
1;1469.522443;195.4818459;21.66679355
1;1502.223242;197.0034038;22.82761576
2;1559.28621;168.9663325;15.2590548
2;1566.894449;161.2630165;14.83229269
2;1577.274729;162.6340489;14.29746474
2;1579.739988;161.6802113;15.36785416
2;1590.335413;162.2890958;14.0284361
2;1581.871644;167.3508672;14.03884751
2;1562.845023;170.5635308;14.83998377
2;1593.987382;166.0465954;14.14829894
2;1565.455769;170.1093048;15.73095153
2;1592.031384;170.7856141;15.02498099
2;1586.503768;161.886364;15.598709
2;1576.488319;163.9803287;14.48424112
2;1565.490136;162.6947016;15.72736814
2;1600.129092;165.6277772;14.05946912
2;1574.669903;164.0473309;15.14875722
2;1592.658201;170.1286914;15.91111148
2;1560.399358;169.9322697;14.92043392
2;1592.842597;162.383261;15.32130492
2;1576.809799;167.4761389;15.94293815
2;1575.062325;161.4062131;15.63341296
2;1599.320351;169.9464735;15.55724499
2;1598.971897;165.9144793;15.38801311
2;1569.811049;170.6593469;14.56795381
2;1556.653757;161.484951;14.93723046
2;1582.35673;169.4594616;15.55736351
2;1576.432762;161.8656804;14.37819653
2;1594.117393;165.8318115;14.26768885
2;1591.706455;163.9673434;14.60965793
2;1591.991591;167.4462618;15.81852678
2;1582.475773;165.8581626;14.45655112
2;1598.367226;169.5072888;14.6909695
2;1561.082211;163.7969743;14.36384333
2;1588.101948;169.5103523;15.88228863
2;1590.445398;161.1547303;15.69222514
2;1577.150889;168.2160531;14.04902532
2;1593.555017;162.9299616;14.66576048
2;1594.936086;169.7088103;14.70369883
2;1598.627875;164.6422081;14.92716186
2;1569.545236;161.5866659;15.00934939
2;1593.435769;165.1229077;15.79287612
2;1574.123927;167.6161971;14.46511851
2;1587.742286;170.7337699;14.94499516
2;1595.910395;161.2681366;15.86672132
2;1600.559013;164.4656115;14.59822345
2;1571.156426;168.7601208;15.96740387
2;1604.003832;168.5270067;15.06995529
2;1595.774218;162.7027688;14.75251928
2;1584.728436;165.1937513;14.39211845
2;1603.085667;168.5771822;14.26312384
2;1596.036347;161.5774492;14.52181659
2;1591.736036;165.3319966;14.2810023
2;1597.820446;162.6519429;14.19345337
2;1572.817267;162.6060131;15.95637911
2;1595.078211;169.6934576;14.33878172
2;1590.817876;166.1555859;15.31498538
2;1596.316333;161.6257178;14.1650504
2;1588.138002;162.476894;15.2460104
2;1578.865403;161.3479649;14.03522519
2;1585.800714;170.1345948;14.31748732
2;1600.096134;162.7377103;14.05999021
2;1572.091927;169.1657066;14.22688421
2;1573.502454;166.4121782;15.98489892
2;1584.56135;168.3624798;14.24921405
2;1595.488119;166.2183772;14.14277856
2;1564.818324;164.1947282;14.71890456
2;1577.944751;165.136308;15.81246407
2;1597.769465;169.6143376;15.41726121
2;1582.948873;164.7166537;15.43350865
2;1560.358435;163.5091236;14.68035308
2;1575.337055;169.9255604;15.15435921
2;1603.854078;162.5181708;14.98576185
2;1563.499436;167.891889;14.62845236
2;1599.409121;162.2694377;15.53021901
2;1558.366914;169.6090358;14.93960662
2;1586.951839;168.4249563;15.85537428
2;1590.244884;169.3887068;15.58937961
2;1579.77061;162.673284;14.84808994
2;1588.371009;166.8213197;14.60878074
2;1599.202781;169.6614557;15.9502206
2;1599.658864;170.312028;14.77331756
2;1583.924835;164.3848065;15.7016637
2;1606.434611;170.6010268;14.22685484
2;1598.640906;168.3831363;14.06301017
2;1564.696253;169.7205417;15.40528158
2;1567.592646;164.6985854;15.44001178
2;1577.783526;170.2331211;15.45684194
2;1602.852451;167.632184;15.83946201
2;1596.935522;168.877061;15.76978492
2;1587.942451;161.8354957;15.34813324
2;1576.395092;170.1433332;15.42723379
2;1580.908629;165.5443691;14.88935882
2;1567.679798;163.843558;15.17171009
2;1611.854867;167.1158965;15.82009051
2;1564.100547;167.976554;15.34258849
2;1591.110927;169.6565824;15.93802562
2;1588.492654;166.8273845;15.70811702
2;1604.944055;164.5111955;15.04254465
2;1571.986708;169.6627287;15.71869133
2;1585.116398;167.2546809;14.03320786
2;1603.877215;164.4204302;15.64421001
2;1597.054863;168.6583971;15.47897188
2;1604.916202;161.4590178;15.64963635
2;1588.385551;168.6999227;14.5091029
2;1593.701202;166.9174032;15.41021061
2;1572.223178;163.2526766;15.46066471
2;1560.012318;169.3845324;14.75086777
2;1590.729468;164.0188518;15.3980133
2;1599.117474;162.7882828;14.91282811
2;1591.215084;163.5857174;14.16873074
2;1589.056121;170.801941;14.11088591
2;1586.068855;161.7914107;14.09755086
2;1590.226922;165.7373897;14.80304679
2;1587.616811;170.8216036;15.05057174
2;1574.474771;165.0913376;15.23856991
2;1579.725202;161.2860799;15.17171144
2;1573.128582;161.4472588;14.31920906
2;1595.44808;164.1596768;15.32948233
2;1587.385032;170.428176;14.8690688
2;1604.322051;164.5196446;14.91950863
2;1602.618698;168.6937973;15.41871908
2;1565.467938;161.3459358;15.40283318
2;1561.998675;167.0251564;14.88314041
2;1584.038421;170.9722309;15.65830443
2;1579.260415;165.0920557;15.10294807
2;1561.576791;165.1374171;14.37761481
2;1594.032058;170.3458347;15.10948406
2;1563.52731;165.8314419;15.28343926
2;1583.750327;167.8539205;15.04777302
2;1595.933367;165.7634085;14.40364919
2;1585.045047;168.7435781;14.08911667
2;1597.138621;162.4109913;15.4126015
2;1586.322479;162.6810984;14.22385638
2;1600.644103;170.716117;15.61599769
2;1572.716586;165.545671;14.53041554
2;1566.825266;168.0923304;15.10514398
2;1604.347332;163.5190485;14.11750587
2;1571.534156;161.298663;14.25512532
2;1600.25337;161.6378255;15.78912294
2;1569.701422;162.2739952;15.3583436
2;1594.402175;167.3598726;14.78313046
2;1573.523144;168.1517008;14.38131523
2;1574.868984;162.5635929;14.33304491
2;1585.446166;161.9290209;14.16565949
2;1595.469979;163.7706708;15.59638759
2;1583.552816;168.1228724;14.08754928
2;1598.573271;164.4502305;15.22613278
2;1580.135708;166.9348822;14.479149
2;1565.929751;167.8294698;15.76019909
2;1584.075039;168.9052171;14.79000644
2;1589.828869;167.1088836;15.63291592
2;1560.295893;162.2154451;14.14118885
2;1567.084145;170.7210845;14.80507257
2;1583.507282;162.0766922;15.72773476
2;1577.103361;163.0497169;14.8654792
2;1570.881295;163.7489164;15.54362192
2;1591.663245;167.3483358;15.46051185
2;1573.826872;165.6852256;15.36868603
2;1588.993405;170.8829704;14.60677042
2;1588.096742;163.6276931;14.39378986
2;1587.74439;171.914203;14.80082895
2;1572.088452;171.9965176;14.26741254
2;1579.242538;170.3292684;14.04370422
2;1564.340332;168.9551324;14.65435406
2;1591.431595;171.4972312;15.15186395
2;1587.510696;167.1837015;14.25928456
2;1583.71714;165.7441605;14.24353886
2;1586.023983;163.6539527;15.5930476
2;1603.92535;171.1758416;14.37092589
2;1571.141797;171.0563059;15.34264456
2;1591.392839;168.6414705;14.22946377
2;1575.586291;168.6329986;15.34700098
2;1571.60708;164.3302081;14.6332402
2;1576.325577;162.5667904;14.05917301
2;1592.578516;167.9306729;14.67752666
2;1583.907722;164.4454321;14.88654955
2;1586.989226;164.9911262;15.61702798
2;1572.818147;164.5461871;14.3029705
2;1589.809834;170.473911;15.73721456
2;1589.968636;168.6032739;14.07331765
2;1604.662984;169.6930349;15.31232388
2;1592.736933;168.8686447;14.4429934
2;1598.300568;166.8545876;14.75429244
2;1587.189988;171.9156852;15.08253086
2;1567.779263;169.1503492;15.48853312
2;1584.834162;170.208568;14.67635668
2;1591.035559;162.1261956;15.49541534
2;1588.237559;164.4842609;15.86363831
2;1572.753149;166.0065685;14.09273197
2;1572.762943;162.6567779;15.01830539
2;1566.812604;163.4587254;14.73411165
2;1592.076414;161.2637947;14.07994042
2;1574.275891;161.5944237;14.51897664
2;1589.110289;162.1239667;14.27758697
2;1572.222037;170.4532138;15.94529064
2;1574.229268;168.4603116;14.31064561
2;1590.20996;166.3567542;15.08632908
2;1595.313063;166.7014193;15.02453302
2;1598.508995;161.1183706;14.30249528
2;1596.484158;166.914181;15.12713956
2;1581.55676;169.2857448;14.37863705
2;1597.687578;170.6882383;15.5219931
2;1599.28616;168.8363561;15.89211492
2;1580.412915;164.6726632;14.02721255
2;1573.588474;170.9048374;15.66340043
2;1591.98014;169.7773358;15.40518892
2;1586.738858;166.283243;14.24057119
2;1582.609913;161.9929092;14.46871673
2;1592.070365;161.5683141;14.84588209
2;1601.660231;166.1660102;15.76124731
2;1574.416422;165.5968963;15.99849718
2;1595.775513;164.158971;15.97471927
2;1572.237941;168.7963398;15.93839381
2;1602.147019;162.6855284;14.95947416
2;1581.437436;161.7117101;14.26611715
2;1567.768901;164.9845559;15.59040352
2;1570.798618;168.8994653;15.10676373
2;1597.297805;167.9606051;14.48159431
2;1597.373193;165.8681789;15.84718863
2;1614.799286;161.4349827;14.45871223
2;1597.256229;168.4665598;14.77183723
2;1588.732585;168.129049;15.43812511
2;1571.353649;167.0552469;15.25193039
2;1606.225694;161.9656405;14.06596528
2;1578.244427;165.9244563;15.52815066
2;1573.357824;164.3194231;15.86689118
2;1567.569736;161.7013089;15.50485081
2;1571.535611;161.9632236;15.13418678
2;1576.094186;161.2934616;14.16862273
2;1605.117802;168.5403487;15.37355455
2;1604.296865;161.3497921;15.18933535
2;1589.755924;163.5564557;14.11043243
2;1579.925235;165.3050552;15.2677983
2;1596.479322;163.2282685;14.36546987
2;1578.458672;170.6973674;15.08568549
2;1565.724868;168.5285944;15.90558895
2;1568.946587;165.1177505;15.42898627
2;1591.355529;167.8009453;15.69067401
2;1592.868973;168.6632012;15.32294902
2;1588.059759;166.8553269;15.78674333
2;1607.939687;163.0655279;14.95387273
2;1599.948223;170.8827818;14.11647417
2;1600.274651;169.8295771;15.78944705
2;1599.184042;165.5246827;15.93158683
2;1571.219823;167.6761543;14.41754635
2;1565.830464;163.3090325;15.7055622
2;1582.978764;169.2139032;14.4800943
2;1573.726566;168.5312954;15.60269725
2;1609.493947;166.3712421;15.58779558
2;1573.369942;161.5615482;14.986228
2;1596.124504;167.4186963;15.59015514
2;1577.578321;168.3608442;14.21693316
2;1598.319795;162.7081577;15.80099489
2;1581.041875;163.6047734;15.25758106
2;1560.763467;166.1886054;14.84141996
2;1574.942888;161.7678447;14.37080627
2;1569.527575;165.655527;14.96425012
2;1575.122984;170.7000195;14.27542877
2;1575.427578;164.7100709;15.81025832
2;1587.934457;166.7326284;15.27318552
2;1575.008714;167.8694755;14.917292
2;1581.975336;167.1073778;15.25840431
2;1569.506478;161.6894076;15.36972707
2;1574.072151;164.055684;14.80886636
2;1586.727942;166.9461255;15.53618365
2;1579.13226;164.6542711;14.176983
2;1591.499518;161.9817224;15.30302018
2;1604.10964;164.1059104;14.79510213
2;1571.768048;167.6005487;14.80957334
2;1594.117237;167.7918111;15.36230671
2;1572.96418;169.4438169;15.48456633
2;1581.057153;170.4074033;14.41088184
2;1578.874138;162.3550378;15.12171632
2;1591.426043;161.4804414;15.48520272
2;1584.758302;164.8329357;14.19496665
2;1586.156115;162.4900616;14.9971744
2;1573.351101;169.1877297;15.23137295
2;1598.775541;170.7365413;15.82702195
2;1591.325164;163.1953559;15.86050381
2;1570.089202;164.369904;15.86612841
2;1560.508526;164.7244055;15.82980907
2;1554.31271;169.3489232;14.15851579
2;1609.793772;170.7601981;14.25780173
2;1574.458642;161.5771195;14.59483014
2;1591.389987;162.3734291;14.77369805
2;1564.56125;163.1319483;15.36332437
2;1593.019727;164.3412427;15.57601887
2;1576.326961;164.9312653;15.31687781
2;1576.885233;166.3482424;15.57048214
2;1579.360161;164.4984387;14.38151345
2;1598.289048;162.948951;14.82449782
2;1614.503045;166.2144646;14.603919
2;1594.196813;169.36825;14.21555467
2;1595.214492;162.3383617;14.89108328
2;1597.021872;168.3987209;14.13597524
2;1585.075243;164.7359594;15.91736741
2;1604.909758;166.374735;15.15314125
2;1600.920662;165.4262589;14.52704465
2;1589.373241;164.7571779;14.1162355
2;1606.787239;170.4380304;14.89977861
2;1595.997375;165.3476518;14.50775072
3;1766.543933;193.9449025;23.86300939
3;1782.263443;195.4015561;24.35454517
3;1786.194641;189.6153232;24.77026326
3;1804.224271;192.8738183;24.1916945
3;1780.636568;198.2245495;24.17011387
3;1762.758879;195.7394808;24.35106204
3;1761.215892;190.4168467;24.87026684
3;1786.048479;191.9645358;23.93830439
3;1785.277814;193.9393575;23.59324301
3;1779.476294;189.9747083;24.38725213
3;1787.973621;198.0857374;24.29414379
3;1793.220973;192.2199496;23.53783192
3;1793.977236;190.9919781;23.18378104
3;1787.009354;192.8007696;23.26521138
3;1773.937364;190.6622306;24.67885791
3;1788.53462;197.364494;24.47359778
3;1775.72058;189.4028699;23.92642495
3;1790.608424;189.1327169;24.03614453
3;1780.443929;193.1378288;24.41613001
3;1754.033298;192.1882305;24.74734378
3;1769.149994;190.5649944;24.49664164
3;1772.604253;196.2790069;24.97024351
3;1776.295407;189.9004732;23.78266514
3;1771.354556;197.5048958;24.96360802
3;1796.548084;196.6690037;24.38878541
3;1771.785097;194.8749584;24.02617453
3;1760.062037;191.9493984;23.84029878
3;1790.181002;198.2008533;24.64156801
3;1789.572988;189.6644994;23.46771122
3;1776.536191;195.6503093;24.99865859
3;1756.373814;194.7935021;23.62121491
3;1787.827285;198.7831115;24.52201019
3;1779.678468;191.1755987;24.68602579
3;1771.526729;197.6071995;23.02380716
3;1792.574614;198.9812458;23.79668746
3;1774.364216;192.116916;23.80289786
3;1804.400488;198.1786491;24.44635916
3;1761.634065;194.4933589;24.28516441
3;1793.309943;194.8337716;24.81120331
3;1790.052166;191.0636256;23.04557279
3;1757.91265;197.9871131;24.07411497
3;1791.43553;189.5851251;24.58201675
3;1767.854104;195.910243;23.04560506
3;1786.432525;190.1468137;24.15761916
3;1780.383046;189.108692;24.44213978
3;1778.012805;191.039879;23.29445677
3;1758.938232;193.7724772;24.84268624
3;1782.275514;195.8160138;24.2698049
3;1787.939759;195.0666885;24.20507327
3;1765.817689;197.0737226;23.83900796
3;1782.003838;197.0854551;24.52641294
3;1787.591934;189.1010599;24.54824133
3;1792.214199;192.6468412;23.48293122
3;1761.742679;196.5044473;24.79669278
3;1788.322737;196.4084888;24.04153466
3;1768.829642;192.3988228;23.66832497
3;1790.058567;198.0517366;23.568631
3;1767.302697;194.7793718;24.23422478
3;1769.898708;194.3099265;23.89230363
3;1772.786116;194.6537928;24.97545719
3;1793.480668;190.5516766;24.44670866
3;1777.048792;197.2202102;24.95235701
3;1765.972139;194.5787849;24.25220966
3;1790.254823;194.0687565;23.9870884
3;1777.61038;193.0678967;23.92592472
3;1766.288144;197.8861862;23.34677245
3;1792.296117;188.560134;23.82571421
3;1782.579878;191.9843526;23.34713883
3;1778.799103;189.2166744;23.99128691
3;1752.332427;196.8050291;23.48705113
3;1761.943429;189.9424884;24.68295536
3;1793.636334;191.9044772;23.14239642
3;1769.98206;193.8193338;23.24801482
3;1763.126032;192.2356477;24.65576586
3;1798.366021;196.1921659;23.73539162
3;1791.540236;192.2096762;24.83580761
3;1783.084047;191.5725934;23.58373491
3;1787.615475;197.125198;23.1804591
3;1777.368123;196.4157071;24.30524333
3;1761.496411;192.623467;24.90091998
3;1774.049177;189.3789475;23.25336062
3;1799.865639;188.3552573;24.73905431
3;1776.595346;196.3647137;23.8138031
3;1782.621972;196.3481507;24.35405365
3;1783.015903;196.8164382;24.43402737
3;1801.401944;194.9153711;23.23324471
3;1784.392874;192.7846179;24.67741985
3;1789.274303;190.3064117;23.90763715
3;1775.175536;194.5319058;24.9130582
3;1789.063847;193.6504803;23.09877159
3;1780.083865;198.0374331;23.91039629
3;1780.4489;193.9020894;24.33045789
3;1798.317981;193.6013985;24.07577527
3;1785.885553;193.7766715;24.51753298
3;1772.285016;189.9954178;23.31682555
3;1772.573469;197.0687198;23.59390209
3;1794.62386;195.338454;24.69689553
3;1765.285663;189.0703183;24.8298489
3;1786.320483;189.6766868;23.63113626
3;1770.727156;194.7920487;24.71706091
3;1762.860689;196.9690719;23.56988644
3;1763.387627;193.1305341;23.33924144
